ID_sportsman,Name,Sex,Sport
20621,Darren M. Chiacchia,M,Equestrianism
20749,Julia L. Chilicki (-Beasley),F,Rowing
20848,Linda Rae Chisholm,F,Volleyball
20897,Dana Chladek (Chladkov-),F,Canoeing
21181,Amy Yuen-Yee Chow (-Ho),F,Gymnastics
21198,"Wesley John ""Wes"" Chowen",M,Cycling
21270,Micah Makanamaikalani Christenson,M,Volleyball
21305,"Steven Erik ""Steve"" Christiansen",M,Rowing
21336,"Robert Henry ""Bob"" Christopherson",M,Boxing
21423,Clarissa Kyoko Mei Ling Chun,F,Wrestling
21480,Andrzej Bogdan Chylinski,M,Athletics
21648,"Peter M. ""Pete"" Cipollone",M,Rowing
21750,Reita Ethel Clanton,F,Handball
21755,"Eugene Howard ""Gene"" Clapp, IV",M,Rowing
21757,"Charles Elmer Clapp, III",M,Rowing
21775,Amanda Clark,F,Sailing
21785,"Christine ""Chris"" Clark",F,Athletics
21790,"David Eugene ""Dave"" Clark",M,Athletics
21791,David Robert Clark,M,Rowing
21796,"Emory Wendell Clark, II",M,Rowing
21805,James Russell Clark,M,Shooting
21815,"Kenneth ""Ken"" Clark",M,Weightlifting
21817,"Caroline Archer ""KK"" Clark",F,Water Polo
21820,Mary Ellen Clark,F,Diving
21826,Quincey Lee Clark,M,Wrestling
21837,"Stephen Edward ""Steve"" Clark",M,Swimming
21842,Joetta Clark-Diggs,F,Athletics
21843,Hazel Mae Clark-Riley,F,Athletics
21871,Kim Dorota Clarke,F,Handball
21898,"Donald Gene ""Don"" Clary, Jr.",M,Athletics
21900,Scott Tyler Clary,M,Swimming
21920,Curt Raymond Clausen,M,Athletics
21941,Adam Clawson,M,Canoeing
21943,John Richard Clawson,M,Basketball
21947,Bryan Ezra Tsumoru Clay,M,Athletics
21948,"Cassius Marcellus Clay, Jr.",M,Boxing
21952,William Clay,M,Cycling
21953,Lawrence Marvin Clay-Bey,M,Boxing
21954,"William Bundu ""Will"" Claye",M,Athletics
21980,Tammy P. Cleland-McGregor,F,Synchronized Swimming
21990,Kerron Stephon Clement,M,Athletics
22002,Kyle Clemons,M,Athletics
22024,"Clark Gaylin ""Gary"" Cleveland",M,Weightlifting
22027,Claudia Jean Clevenger (-Hernandez),F,Swimming
22077,"Peter Michael ""Pete"" Close",M,Athletics
22094,Natalia Del Loretto Clovis (-Lederer),F,Fencing
22098,Wendy Linnelle Cluff (-Perez),F,Gymnastics
22109,Allen James Coage,M,Judo
22136,Janet Marie Cobbs (-Mulholland),F,Volleyball
22143,Emma Jane Coburn,F,Athletics
22157,"Richard Lee ""Dick"" Cochran",M,Athletics
22224,Laura Coenen (-Ryan),F,Handball
22234,Calvin Thomas Coffey,M,Rowing
22238,"Edmund Sloane ""Tad"" Coffin",M,Equestrianism
22242,Corey Cogdell-Unrein,F,Shooting
22254,"Donald Smith ""Don"" Cohan",M,Sailing
22264,"Herbert Morris ""Herb"" Cohen",M,Fencing
22265,Irwin Lee Cohen,M,Judo
22272,"Stephen Robert ""Steve"" Cohen",M,Gymnastics
22273,Steven Jay Cohen,M,Judo
22274,"Tiffany Lisa Cohen (-Adams, -Lalonde)",F,Swimming
22303,LaTasha Lavon Colander-Richardson (-Clark),F,Athletics
22324,"Charles ""Charlie"" Cole",M,Rowing
22336,"Stanley Clark ""Stan"" Cole",M,Water Polo
22338,Lynn Ann Colella,F,Swimming
22339,"Richard Phillip ""Rick"" Colella, Jr.",M,Swimming
22342,Christian Coleman,M,Athletics
22345,Ellis E. Coleman,M,Wrestling
22351,"Leonard ""Leon"" Coleman",M,Athletics
22354,Mark Daniel Coleman,M,Wrestling
22356,"Philip Yates ""Phil"" Coleman",M,Athletics
22358,"William ""Will"" Coleman, III",M,Equestrianism
22361,"Vernell Eufaye ""Bimbo"" Coles",M,Basketball
22367,"Christopher John ""Chris"" Coletta",M,Cycling
22373,"Stephen ""Steve"" Colgate",M,Sailing
22379,"Kathryn A. ""Kathy"" Colin",F,Canoeing
22418,Wayne Curtis Collett,M,Athletics
22434,Jeanne Ellen Collier (-Sitzberger),F,Diving
22456,Christine Smith Collins,F,Rowing
22458,David Collins,M,Rowing
22459,Deitre Elaine Collins (-Parker),F,Volleyball
22460,"Paul Douglas ""Doug"" Collins",M,Basketball
22471,Michelle E. Collins,F,Athletics
22474,"Atwood Peter ""Porter"" Collins",M,Rowing
22548,"Samuel Linn ""Sam"" Colson",M,Athletics
22557,"Christopher ""Chris"" Colwill",M,Diving
22583,"Steven Lee ""Steve"" Combs",M,Wrestling
22592,Peter Michael Commette,M,Sailing
22648,Gary Robert Conelly,M,Swimming
22662,"John ""Jack"" Conger",M,Swimming
22667,"Gerald Guy ""Jerry"" Conine",M,Wrestling
22675,"Kimberley Frances ""Kim"" Conley",F,Athletics
22676,"Michael Alexander ""Mike"" Conley",M,Athletics
22692,"Barthold Wayne ""Bart"" Conner",M,Gymnastics
22693,Dennis Walter Conner,M,Sailing
22698,"Harold Vincent ""Hal"" Connolly",M,Athletics
22715,Mark Robert Conover,M,Athletics
22716,Sheila Leilehua Conover (-Doyle),F,Canoeing
22789,"Theresa Ann ""Tess"" Contos",F,Handball
22817,"Keith Cawthon ""Casey"" Converse",M,Swimming
22821,Hollis Conway,M,Athletics
22829,Charles Albert Shone Conwell,M,Boxing
22833,"Gwynneth Glyn ""Gwyn"" Coogan (Hardesty-)",F,Athletics
22834,Mark J. Coogan,M,Athletics
22857,Kassidy Leigh Cook,F,Diving
22928,Cynthia Lynne Cooper (-Dyke),F,Basketball
22945,Linda Lee Cooper (-Tiger),F,Diving
22969,Haley Cope (-Clark),F,Swimming
22971,Dirk Olaf Copeland,M,Cycling
22972,"James E. ""Jim"" Copeland",M,Cycling
22997,"Steven Coppola, Jr.",M,Rowing
23017,Jennifer Walker Corbet,F,Rowing
23040,Kevin Cordes,M,Swimming
23080,Daniel Ryan Cormier,M,Wrestling
23100,"Jacob ""Jake"" Cornelius",M,Rowing
23103,Sheila Marie Cornell-Douty,F,Softball
23153,Ramiro Corrales,M,Football
23176,"Maritza ""Ritz"" Correia (-McClendon)",F,Swimming
23180,Heather Corrie,F,Canoeing
23181,"Kathleen Margaret ""Kathy"" Corrigan (-Ekas)",F,Gymnastics
23194,"Joseph Marion ""Joe"" Corso",M,Wrestling
23209,Peter Michael Cortes,M,Rowing
23232,"Richard Willis ""Dick"" Cortright",M,Cycling
23242,Jessica Charmoore Cosby (-Toruga),F,Athletics
23247,"Anthony E. ""Tony"" Cosey",M,Athletics
23340,Robert Costello,M,Equestrianism
23352,"Candace ""Candy"" Costie (-Burke, -Merrill)",F,Synchronized Swimming
23354,Sandra Lee Costigan,F,Hockey
23391,"Robert Thomas ""Bob"" Cottingham, Jr.",M,Fencing
23399,John Farrow Cotton,M,Baseball
23410,Sharon Renee Couch-Jewell,F,Athletics
23416,Tiana Michelle Coudray,F,Equestrianism
23426,Natalie Anne Coughlin (-Hall),F,Swimming
23453,"Melvin Grant ""Mel"" Counts",M,Basketball
23462,"James Spencer ""Jim"" Courier",M,Tennis
23497,DeMarcus Amir Cousins,M,Basketball
23546,Frank George Covelli,M,Athletics
23575,Alison Cox,F,Rowing
23580,Crystal Shinelle Cox (-Walker),F,Athletics
23583,"Frank Gardner Cox, Jr.",M,Sailing
23585,J'den Michael Tbory Cox,M,Wrestling
23590,Rawle Colin L. Cox,M,Hockey
23599,Stephanie Renee Cox (Lopez-),F,Football
23602,"Peter T. Cox, Jr.",M,Fencing
23616,"Amelia ""Amy"" Cozad",F,Diving
23639,John Melvin Craft,M,Athletics
23640,Morgan Craft,F,Shooting
23643,"Robert Lewis ""Rob"" Cragg, Jr.",M,Diving
23647,Adam Craig,M,Cycling
23650,"William Norval ""Bill"" Craig",M,Swimming
23652,Charlotte Rose Craig,F,Taekwondo
23653,Dante Mario Craig,M,Boxing
23657,"Kameryn Louise ""Kami"" Craig",F,Water Polo
23665,Brooke Leeann Crain,F,Cycling
23680,Lauren Crandall,F,Hockey
23681,"Robert ""Rob"" Crane",M,Sailing
23696,Derrick Howard Crass,M,Weightlifting
23718,Richard Arthur Crawford,M,Shooting
23719,"Ronald Emerson ""Ron"" Crawford",M,Water Polo
23723,Shawn Crawford,M,Athletics
23732,Jill Craybas,F,Tennis
23735,Mark James Crear,M,Athletics
23810,"Madeleine Marie ""Maddy"" Crippen",F,Swimming
23824,John Harrison Crist,M,Athletics
23868,Ian Lowell Crocker,M,Swimming
23872,Rita Louise Crockett (-Buck),F,Volleyball
23881,Mark Duane Croghan,M,Athletics
23892,"Seymour Legrand ""Sy"" Cromwell, II",M,Rowing
23899,Carol Cronin,F,Sailing
23909,"Edward ""Eddie"" Crook, Jr.",M,Boxing
23931,"John George Crosby, Jr.",M,Gymnastics
23936,Emily Ruth Cross,F,Fencing
23940,Jesseca H. Cross,F,Athletics
23942,Kendall Duane Cross,M,Wrestling
23952,Tara Lavell Cross-Battle,F,Volleyball
23973,Brian David Crouser,M,Athletics
23974,Ryan Crouser,M,Athletics
23975,"Samuel ""Sam"" Crouser",M,Athletics
23985,Kevin Troy Crow,M,Football
23987,"Tamara ""Tammy"" Crow (-DeClercq)",F,Synchronized Swimming
23990,Shirley Ann Crowder (-Meadows),F,Athletics
24030,Antonio Ralph Cruz,M,Cycling
24149,"Robert Jan ""Bob"" Ctvrtlik",M,Volleyball
24256,"James Patrick ""Jim"" Culhane, Jr.",M,Gymnastics
24273,Julie Culley,F,Athletics
24277,Janet Culp,F,Synchronized Swimming
24278,Alan Lawrence Culpepper,M,Athletics
24279,Shayne Willie Culpepper (Whille-),F,Athletics
24297,Jeremy Michael Cummings,M,Baseball
24298,Paul Richard Cummings,M,Athletics
24326,"William Ernest ""Ernie"" Cunliffe",M,Athletics
24339,Logan Perry Cunningham,M,Athletics
24344,Vashti Cunningham,F,Athletics
24352,Luca Cupido,M,Water Polo
24406,Denise Marie Curry,F,Basketball
24411,Rafeeq Curry,M,Athletics
24421,Louis McKinley Curtis,M,Boxing
24440,"Clifton Emmett ""Cliff"" Cushman",M,Athletics
24460,Lester Edward Cutler,M,Canoeing
24469,"Harry Warren ""Skip"" Cutting, III",M,Cycling
24495,"Stanley Francis ""Stan"" Cwiklinski",M,Rowing
24584,"Abigail ""Abbey"" D'Agostino",F,Athletics
24622,"Gay Kristine D'Asaro (Jacobsen- , -MacLellan)",F,Fencing
24623,"Michael Anthony D'Asaro, Sr.",M,Fencing
24779,Yaro Dachniwsky,M,Handball
24815,"Timothy Patrick ""Tim"" Daggett",M,Gymnastics
24953,Troy Lane Dalbey,M,Swimming
25040,"Jacob ""Jake"" Dalton",M,Gymnastics
25061,"William ""Will"" Daly",M,Rowing
25127,Karol Ann Damon (Jenkins-Rovelto),F,Athletics
25155,"John Dane, III",M,Sailing
25193,"Eleanor Suzanne ""Ellie"" Daniel (-Drye)",F,Swimming
25220,Jack Tupper Daniels,M,Modern Pentathlon
25224,Quincey Daniels,M,Boxing
25226,"Billie Jo Patricia ""Pat"" Daniels-Winslow (-Bank, -Connolly)",F,Athletics
25234,"Steven Patrick ""Steve"" Danielson",M,Hockey
25245,Kristen A. Danihy (-Torpey),F,Handball
25309,Adrian Delano Dantley,M,Basketball
25311,"Thomas Curtis ""T. C."" Dantzler",M,Wrestling
25312,Jamie Annette Dantzscher,F,Gymnastics
25382,"Thomas Ward ""Tom"" Darling",M,Rowing
25392,"William Thomas ""Bill"" Darnton",M,Swimming
25466,Bonnie Lee Dasse,F,Athletics
25544,Lindsay Ann Davenport,F,Tennis
25546,"Wilbur D. ""Willie"" Davenport",M,Athletics
25547,"Winthrop ""Wink"" Davenport, Jr.",M,Volleyball
25578,Ruth A. Davidon,F,Rowing
25591,Bruce Oram Davidson,M,Equestrianism
25609,Caryn Davies,F,Rowing
25611,"Charles Desmond ""Charlie"" Davies",M,Football
25616,"Richard Allen ""Dick"" Davies",M,Basketball
25663,Desiree Nicole Davila-Linden,F,Athletics
25667,"Anthony Marshon Davis, Jr.",M,Basketball
25668,Barry Alan Davis,M,Wrestling
25670,Calvin B. Davis,M,Athletics
25671,Charles Ditman Davis,M,Shooting
25673,Clarissa Glennet Davis (-Wrightsil),F,Basketball
25684,"Eugene Lee ""Gene"" Davis",M,Wrestling
25686,Glenn Ashby Davis,M,Athletics
25691,Ira Sylvester Davis,M,Athletics
25692,Iris LaVerne Davis (-Hicks),F,Athletics
25699,Jessica Ellen Davis,F,Rhythmic Gymnastics
25703,"Joshua Clark ""Josh"" Davis",M,Swimming
25705,"Kenneth Bryan ""Kenny"" Davis",M,Basketball
25706,Kevin James Davis,M,Gymnastics
25709,Lucy Davis,F,Equestrianism
25711,Marc Andrew Davis,M,Athletics
25712,Martin Jay Davis,M,Fencing
25716,Nicole Marie Davis,F,Volleyball
25717,Otis Crandall Davis,M,Athletics
25720,"Richard Dean ""Ricky"" Davis",M,Football
25728,Walter Paul Davis,M,Basketball
25729,Walter L. Davis,M,Athletics
25732,"Howard Edward Davis, Jr.",M,Boxing
25734,Muriel Evelyn Davis-Grossfeld,F,Gymnastics
25738,Lea Davison,F,Cycling
25739,Michelle D. Davison,F,Diving
25774,Dominique Margaux Dawes (-Thompson),F,Gymnastics
25784,Travis Sentell Dawkins,M,Baseball
25787,"Harry Ronald ""Ron"" Daws",M,Athletics
25798,Phyllis Massey Dawson,F,Equestrianism
25799,Rachel Dawson,F,Hockey
25806,"Robert Winston ""Bob"" Day",M,Athletics
25815,"Michael ""Mike"" Day",M,Cycling
25816,Shannon Lee Day (-Daley),F,Rowing
25817,Sharon Day (-Monroe),F,Athletics
25821,Troy Michael Dayak,M,Football
26274,Oscar De La Hoya,M,Boxing
26297,Sandra Lynn De La Riva (-Baza),F,Handball
26614,"David Alan ""Dave"" De Ruff",M,Rowing
26731,Donna Elizabeth de Varona (-Pinto),F,Swimming
26824,"Burke William ""Buck"" Deadrich",M,Wrestling
26825,Mark Deady,M,Athletics
26832,Matt Deakin,M,Rowing
26835,Lance Earl Deal,M,Athletics
26844,Mark John Dean,M,Swimming
26845,Peter Sweetser Dean,M,Sailing
26846,"Randolph Hume ""Randy"" Dean",M,Handball
26847,Robert Klein Dean,M,Handball
26856,Deena Diane Deardurff (-Schmidt),F,Swimming
26927,Mary Thereza Decker-Slaney (-Tabb-),F,Athletics
26966,"Donald Francis ""Don"" Dee",M,Basketball
26970,Paul Thomas Deem,M,Cycling
26975,"Anthony Michael ""Tony"" Dees",M,Athletics
26992,Anita Lucette DeFrantz,F,Rowing
27014,David Warren DeGraaf,M,Handball
27030,"Rodney ""Rod"" DeHaven",M,Athletics
27059,"Jacob ""Jake"" Deitchler",M,Wrestling
27263,Angelica Delgado,F,Judo
27330,Natalie Dell,F,Rowing
27357,Elena Delle Donne,F,Basketball
27366,"William Solon ""Bill"" Dellinger",M,Athletics
27368,Norman Adrian Dello Joio,M,Equestrianism
27380,"Cynthia ""Janay"" DeLoach (-Soukup)",F,Athletics
27381,"Joseph Nathaniel ""Joe"" DeLoach, Jr.",M,Athletics
27393,"Nicholas ""Nick"" Delpopolo",M,Judo
27430,"William ""Bill"" Demarest",M,Shooting
27435,Susan Marie DeMattei (-Wiens),F,Cycling
27441,Jennifer M. Demby-Horton,F,Handball
27451,Lance D. Dement,M,Shooting
27452,"Timothy Lee ""Tim"" Dement",M,Boxing
27463,"Deirdre ""Dede"" Demet-Barry",F,Cycling
27501,"Arthur Michael ""Art"" Demling",M,Football
27506,"Richard James ""Rick"" DeMont",M,Swimming
27509,Arnold William Demos,M,Canoeing
27513,"Jeffery ""Jeff"" Demps",M,Athletics
27524,Lashinda Monique Demus,F,Athletics
27610,Leslie Jean Deniz,F,Athletics
27630,Daniel Paul Dennis-Kengott,M,Wrestling
27650,Taylor Phillip Dent,M,Tennis
27688,Mara DePuy (-Dean),F,Equestrianism
27712,Emily Ann deRiel,F,Modern Pentathlon
27731,"Russell Charles ""Chick"" Dermond",M,Canoeing
27743,DeMar Darnell DeRozan,M,Basketball
27749,Hans F. Dersch,M,Swimming
27750,Eli Dershwitz,M,Fencing
27758,Shirley Dery-Batlik,F,Canoeing
27824,Laura Denise DeSnoo,F,Athletics
27940,Yolanda Gail L. Devers (-Roberts),F,Athletics
27955,Jennifer Devine,F,Rowing
27957,Peter E. Devine,M,Fencing
27991,"Edward James ""Ed"" DeWitt",M,Wrestling
27994,"Theresa E. ""Terry"" DeWitt (Wentzel-)",F,Shooting
28006,"Peter Wallace ""Pete"" Deyo",M,Canoeing
28230,David Diaz,M,Boxing
28305,"Joseph Pedroza Diaz, Jr.",M,Boxing
28318,Angelo DiBernardo,M,Football
28326,Vincent John DiCalogero,M,Handball
28327,George Thomas DiCarlo,M,Swimming
28346,Wayne Lewis Dickert,M,Canoeing
28348,Cheryl Lynn Dickey,F,Athletics
28349,"Robert Allen ""R. A."" Dickey",M,Baseball
28361,Jayme Jo Dickman,F,Shooting
28401,Nelson W. Diebel,M,Swimming
28428,Brian Lee Diemer,M,Athletics
28478,"James William ""Jim"" Dietz",M,Rowing
28506,"Joseph Anthony ""Joey"" DiGiamarino",M,Football
28542,Gary J. Dilley,M,Swimming
28559,Trent Dimas,M,Gymnastics
28666,"Margaret ""Margie"" Dingeldein",F,Water Polo
28734,"Madeline Jane ""Maya"" DiRado",F,Swimming
28739,Megan Dirkmaat,F,Rowing
28745,Andre Dirrell,M,Boxing
28746,Michael DiSanto,M,Rowing
28747,"Terence Gilbert ""Terry"" Dischinger",M,Basketball
28755,Jack Wayne Disney,M,Cycling
28791,Nancy Jane Ditz (-Mosbacher),F,Athletics
28811,Walter Dix,M,Athletics
28818,Charvin Harper Dixon,M,Shooting
28820,Diamond Brittany Dixon,F,Athletics
28821,Diane Lynn Dixon (-Trouse),F,Athletics
28823,"Frederick Arthur ""Fred"" Dixon",M,Athletics
28827,Medina Dixon,F,Basketball
28873,"Robert Ray ""Bob"" Djokovich",M,Handball
28878,Tervel Ivaylov Dlagnev,M,Wrestling
28963,Pascal Dobert,M,Athletics
28980,Erin Patricia Dobratz (-McGregor),F,Synchronized Swimming
29015,Ian Dobson,M,Athletics
29075,"James F. ""Jim"" Doehring",M,Athletics
29083,Susan Elizabeth Doerr,F,Swimming
29145,"Thomas Fitzgerald ""Tom"" Dolan",M,Swimming
29292,Sam Dommer,M,Rowing
29316,Kate Marie Donahoo,F,Judo
29317,Claire Christine Donahue,F,Swimming
29321,Jason Thomas Donald,M,Baseball
29323,Larry Antion Donald,M,Boxing
29387,Scott Richard Donie,M,Diving
29404,Megan Aileen Donnelly,F,Hockey
29406,"Patrice Michelle ""Pat"" Donnelly (-Shmock, -Lutz)",F,Athletics
29419,"Edward Joseph ""Ed"" Donofrio",M,Fencing
29423,Shelagh Donohoe,F,Rowing
29424,Erin Leigh Donohue,F,Athletics
29426,Anne Theresa Donovan,F,Basketball
29429,Landon Timothy Donovan,M,Football
29444,Logan Dooley,M,Trampolining
29446,"Thomas Robert ""Tom"" Dooley",M,Athletics
29474,Jennifer Dore (-Terhaar),F,Rowing
29520,Sam Dorman,M,Diving
29557,"James Richard ""Jimmie"" Dorsey",M,Shooting
29561,"Christopher ""Chris"" Dorst",M,Water Polo
29637,Kelly Doton,F,Hockey
29676,"Robert Edward ""Bobby"" Douglas",M,Wrestling
29686,"Gabrielle Christina Victoria ""Gabby"" Douglas",F,Gymnastics
29702,Melvin Lavon Douglas,M,Wrestling
29715,Michael James Douglass,M,Shooting
29751,Robert Jeffrey Dover,M,Equestrianism
29767,Joanne Dow,F,Athletics
29768,Robert Stanley Dow,M,Fencing
29777,"Lawrence Robert ""Larry"" Dowler",M,Swimming
29797,Kyra Downton (Geintze-),F,Equestrianism
29815,John Joseph Doyle,M,Football
29817,Lauren Doyle,F,Rugby Sevens
29859,"Richard Arthur ""Dick"" Draeger",M,Rowing
29875,"Stacy Rene Dragila (Mikaelsen-, -Waltz)",F,Athletics
29947,Otis Paul Drayton,M,Athletics
29971,Darren James Dreifort,M,Baseball
29973,"Richard Alan ""Dick"" Dreissigacker",M,Rowing
29989,Caeleb Remel Dressel,M,Swimming
30009,Clyde Austin Drexler,M,Basketball
30023,"Kenneth Benoit ""Ken"" Dreyfuss",M,Rowing
30028,Annika Elise Madsen Dries,F,Water Polo
30032,Scott L. Driggers,M,Handball
30039,Lois Anne Drinkwater (-Thompson),F,Athletics
30040,Gary Lynn Drinnon,M,Weightlifting
30077,"Joseph Francis ""Joe"" Dronzek",M,Canoeing
30088,Deena Michelle Drossin-Kastor,F,Athletics
30100,"Daniel Hannon ""Dan"" Drown",M,Water Polo
30123,"Jonathan A. ""Jon"" Drummond",M,Athletics
30127,Anne Mary Drungis,F,Fencing
30149,Elva Dryer (Martinez-),F,Athletics
30153,"Matthew Alexander ""Matt"" Dryke",M,Shooting
30203,"Helena Allaire ""Lana"" du Pont (-Wright)",F,Equestrianism
30252,"Joseph Douglas ""Joe"" Dube, Sr.",M,Weightlifting
30267,Glenn Alan Dubis,M,Shooting
30329,Mary Ann DuChai,F,Canoeing
30411,"Virginia Ruth ""Ginny"" Duenkel",F,Swimming
30412,Brian Matthew Duensing,M,Baseball
30478,"Timothy ""Timmy"" Duggan",M,Cycling
30515,"Horrace Smith ""Smitty"" Duke",M,Volleyball
30518,"Pamela Camille ""Pam"" Dukes (-Boyer, -Brown)",F,Athletics
30544,Shawn Dulohery,M,Shooting
30547,Justin William Bek Dumais,M,Diving
30548,Troy Matthew Bek Dumais,M,Diving
30551,"Charles Everett ""Charlie"" Dumas",M,Athletics
30632,"Timothy Theodore ""Tim"" Duncan",M,Basketball
30657,Nancy Lynn Dunkle,F,Basketball
30665,Alison Kerry Dunlap,F,Cycling
30675,"Christopher Williams ""Chris"" Dunn",M,Athletics
30676,Crystal Alyssia Dunn,F,Football
30689,Philip Martin Dunn,M,Athletics
30692,Robert William Dunn,M,Handball
30709,Mary Beth Dunnichay,F,Diving
30712,Brian William Dunseth,M,Football
30713,Thomas Dunstan,M,Water Polo
30728,"Christopher David ""Chris"" Duplanty",M,Water Polo
30755,"William Jedediah ""Jed"" Dupree",M,Fencing
30756,"Rayfield Dupree, Jr.",M,Athletics
30781,Andrea Duran,F,Softball
30807,Kevin Wayne Durant,M,Basketball
30814,Daniel Donald Durben,M,Shooting
30816,Donald Lee Durbin,M,Shooting
30817,"Philip Marshall ""Phil"" Durbrow",M,Rowing
30827,"Jeffrey D. ""Jeff"" Durgan",M,Football
30838,"Michael Kelvin ""Mike"" Durkin",M,Athletics
30848,J. Sloan DuRoss,M,Rowing
30869,Andrew Durutalo,M,Rugby Sevens
30882,"Nathaniel James ""Nate"" Dusing",M,Swimming
30890,Michelle Hollis Dusserre (-Farrell),F,Gymnastics
30938,Jeremy Adam Duvendeck,M,Cycling
30951,"Richard Lloyd ""Rich"" Duwelius",M,Volleyball
30989,"Douglas Scott ""Dusty"" Dvorak",M,Volleyball
31008,"Mary Phyllis ""Mary Phyl"" Dwight",F,Handball
31012,Conor James Dwyer,M,Swimming
31048,"Rex Richard ""Dick"" Dyer",M,Fencing
31051,"Julia Marie ""Judy"" Dyer",F,Athletics
31052,"Kimberly Sue ""Kim"" Dyer",F,Shooting
31055,Chlo Dygert (-Owen),F,Cycling
31062,"Adrienne Cornelia ""Janet"" Dykman",F,Archery
31063,"Timothy Joseph ""Tim"" Dykstra",M,Handball
31081,"Rebekah ""Becky"" Dyroen-Lancer",F,Synchronized Swimming
31137,"Stanley Joseph ""Stan"" Dziedzic, Jr.",M,Wrestling
31168,Lisa M. Eagen,F,Handball
31182,"Richard Douglas ""Rick"" Earley",M,Diving
31196,Kevin S. Eastler,M,Athletics
31204,"Phillip Daniel ""Phil"" Eatherton",M,Volleyball
31205,Ashton James Eaton,M,Athletics
31208,"Richard Scott ""Ric"" Eaton",M,Weightlifting
31228,Jan Ebeling,M,Equestrianism
31277,Nate Ebner,M,Rugby Sevens
31320,"Sheila Ann Echols (-Williams, -Gross)",F,Athletics
31332,"Cynthia L. ""Cindy"" Eckert (-Rusher)",F,Rowing
31362,Benita Jean Edds,F,Archery
31367,Serena Eddy-Moulton,F,Rowing
31372,"Leonard Graves ""Buddy"" Edelen",M,Athletics
31395,"Elmer  ""Ellie"" (Elemr-) Edes",M,Handball
31399,"David Holmes ""Dave"" Edgar",M,Swimming
31431,James Stuart Edmonds,M,Rowing
31435,Martin DeWayne Edmondson,M,Shooting
31442,Richard Roland Edmunds,M,Rowing
31458,"David Allan ""Dave"" Edstrom",M,Athletics
31464,"Edu Maurice ""Mo"" Edu",M,Football
31507,Teresa Edwards,F,Basketball
31508,Torri Mechelle Edwards,F,Athletics
31511,"Deborah Sue ""Debra"" Edwards-Armstrong",F,Athletics
31687,Casey Eichfeld,M,Canoeing
31708,Kiana Eide,F,Rhythmic Gymnastics
31782,Tracy Eisser,F,Rowing
31785,"Robert L. ""Rob"" Eiter",M,Wrestling
32276,"Edwin Murry ""Ed"" Eliason",M,Archery
32316,"Walton Glenn Eller, III",M,Shooting
32319,Dawn L. Ellerbe,F,Athletics
32358,"Charles Ray ""Charley"" Ellis",M,Boxing
32369,"Kathleen ""Kathy"" Ellis (-Landgraf, -Greer)",F,Swimming
32376,Romallis Ellis,M,Boxing
32382,Taylor Ellis-Watson,F,Athletics
32384,Brady Lee Ellison,M,Archery
32391,Ahmed Elmaghraby,M,Hockey
32404,Amanda Elmore,F,Rowing
32460,Janet Ely (-Lagourgue),F,Diving
32478,"Richard John ""Dick"" Emberger",M,Athletics
32488,Brent Robert Emery,M,Cycling
32517,"Matthew D. ""Matt"" Emmons",M,Shooting
32561,Lori Ann Endicott (-Vandersnick),F,Volleyball
32652,Whitney Elizabeth Engen,F,Football
32673,"Caroline Lynne ""Carrie"" Englert (-Zimmerman)",F,Gymnastics
32709,"Chris Ennis, Jr.",M,Canoeing
32717,Paul N. Enquist,M,Rowing
32746,Mark Bruce Enyeart,M,Athletics
32779,Christina Epps,F,Athletics
32885,Bret E. Erickson,M,Shooting
32889,Keith Raymond Erickson,M,Volleyball
32892,"Steven Richard ""Steve"" Erickson",M,Sailing
33079,Anthony Lee Ervin,M,Swimming
33129,Vicente Escobedo,M,Boxing
33192,Marlen Esparza Puentes,F,Boxing
33201,"Robert Douglas Espeseth, Jr.",M,Rowing
33298,Ellen Marie Estes (-Lee),F,Water Polo
33322,"Christopher ""Chris"" Estrada",M,Trampolining
33327,Jason Moses Estrada,M,Boxing
33333,Shawn Estrada,M,Boxing
33363,"Mary Camille ""Kamie"" Ethridge",F,Basketball
33396,"Edward Frederick ""Ed"" Etzel, Jr.",M,Shooting
33426,Andrew Evans,M,Athletics
33428,"Arthur Thompson Evans, III",M,Rowing
33438,Dwayne Eugene Evans,M,Athletics
33439,Eric Mayfield Evans,M,Canoeing
33449,Janet Beth Evans,F,Swimming
33455,Kenny Evans,M,Athletics
33457,Lee Edward Evans,M,Athletics
33462,"Michael Scott ""Mike"" Evans",M,Water Polo
33476,"Timothy Powell ""Tim"" Evans",M,Rowing
33505,Jeffrey Adam Everett,M,Baseball
33507,"Daniel Joseph ""Danny Joe"" Everett",M,Athletics
33509,John Gardner Everett,M,Rowing
33510,David Mark Everett,M,Athletics
33513,Kirk Francis Everist,M,Water Polo
33524,"Christine Marie ""Chris"" Evert (-Lloyd, -Mill, -Norman)",F,Tennis
33534,Marco Ray Evoniuk,M,Athletics
33553,Patrick Aloysius Ewing,M,Basketball
33570,"Edward Dale ""Ed"" Eyestone",M,Athletics
33610,"Joanne ""Nana"" Fa'avesi",F,Rugby Sevens
33749,Anthony Louis Fahden,M,Rowing
33787,"Lorraine Ming ""Lorrie"" Fair",F,Football
33793,David William Fairbank,M,Swimming
33875,Katelyn Falgowski,F,Hockey
33924,Catriona Mary Fallon,F,Rowing
33939,Frank Steve Famiano,M,Wrestling
